,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DoW,channel_code,is_correct_lang
51,a100000065,03-01-2018,House Ads,personalization,TRUE,English,English,19-24 years,03-01-2018,02-04-2018,House Ads,FALSE,2,1,Yes
52,a100000065,01-01-2018,House Ads,personalization,FALSE,English,English,19-24 years,03-01-2018,02-04-2018,House Ads,FALSE,2,1,Yes
53,a100000066,03-01-2018,House Ads,personalization,TRUE,English,English,24-30 years,03-01-2018,02-03-2018,House Ads,FALSE,2,1,Yes
54,a100000066,01-01-2018,House Ads,personalization,FALSE,English,English,24-30 years,03-01-2018,02-03-2018,House Ads,FALSE,2,1,Yes
55,a100000067,03-01-2018,House Ads,control,TRUE,English,English,0-18 years,03-01-2018,05-01-2018,House Ads,FALSE,2,1,Yes
56,a100000068,03-01-2018,House Ads,control,TRUE,English,English,19-24 years,03-01-2018,,House Ads,TRUE,2,1,Yes
57,a100000069,03-01-2018,House Ads,control,TRUE,English,English,24-30 years,03-01-2018,,House Ads,TRUE,2,1,Yes
58,a100000070,03-01-2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,03-01-2018,,House Ads,TRUE,2,1,Yes
59,a100000071,03-01-2018,House Ads,control,TRUE,English,English,36-45 years,03-01-2018,,House Ads,TRUE,2,1,Yes
60,a100000072,03-01-2018,House Ads,control,TRUE,German,German,45-55 years,03-01-2018,,House Ads,TRUE,2,1,Yes
61,a100000073,03-01-2018,House Ads,control,TRUE,English,English,55+ years,03-01-2018,,House Ads,TRUE,2,1,Yes
62,a100000075,03-01-2018,House Ads,control,TRUE,English,English,0-18 years,03-01-2018,,House Ads,TRUE,2,1,Yes
63,a100000076,03-01-2018,House Ads,control,TRUE,English,English,19-24 years,03-01-2018,,House Ads,TRUE,2,1,Yes
64,a100000077,03-01-2018,House Ads,control,TRUE,English,English,24-30 years,03-01-2018,,House Ads,TRUE,2,1,Yes
65,a100000078,03-01-2018,House Ads,control,TRUE,English,English,30-36 years,03-01-2018,,House Ads,TRUE,2,1,Yes
66,a100000079,03-01-2018,House Ads,control,TRUE,English,English,36-45 years,03-01-2018,,House Ads,TRUE,2,1,Yes
67,a100000080,04-01-2018,House Ads,control,TRUE,English,English,45-55 years,04-01-2018,,House Ads,TRUE,3,1,Yes
68,a100000081,04-01-2018,House Ads,control,TRUE,English,English,55+ years,04-01-2018,,House Ads,TRUE,3,1,Yes
69,a100000082,04-01-2018,House Ads,control,TRUE,English,English,0-18 years,04-01-2018,,House Ads,TRUE,3,1,Yes
70,a100000083,04-01-2018,House Ads,control,TRUE,English,English,19-24 years,04-01-2018,,House Ads,TRUE,3,1,Yes
71,a100000085,04-01-2018,House Ads,control,TRUE,Spanish,Spanish,24-30 years,04-01-2018,,House Ads,TRUE,3,1,Yes
72,a100000086,04-01-2018,House Ads,control,TRUE,English,English,30-36 years,04-01-2018,,House Ads,TRUE,3,1,Yes
73,a100000087,04-01-2018,House Ads,control,TRUE,English,English,36-45 years,04-01-2018,,House Ads,TRUE,3,1,Yes
74,a100000088,04-01-2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,04-01-2018,11-01-2018,House Ads,FALSE,3,1,Yes
75,a100000089,04-01-2018,House Ads,control,TRUE,English,English,55+ years,04-01-2018,09-02-2018,House Ads,FALSE,3,1,Yes
76,a100000090,04-01-2018,House Ads,control,TRUE,English,English,0-18 years,04-01-2018,25-03-2018,House Ads,FALSE,3,1,Yes
77,a100000091,04-01-2018,House Ads,control,TRUE,English,English,19-24 years,04-01-2018,06-01-2018,House Ads,FALSE,3,1,Yes
78,a100000092,04-01-2018,House Ads,control,TRUE,English,English,24-30 years,04-01-2018,12-03-2018,House Ads,FALSE,3,1,Yes
79,a100000093,04-01-2018,House Ads,control,TRUE,English,English,30-36 years,04-01-2018,10-03-2018,House Ads,FALSE,3,1,Yes
80,a100000094,04-01-2018,House Ads,control,TRUE,English,English,36-45 years,04-01-2018,14-02-2018,House Ads,FALSE,3,1,Yes
81,a100000095,04-01-2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,04-01-2018,23-01-2018,House Ads,FALSE,3,1,Yes
82,a100000096,05-01-2018,House Ads,control,TRUE,English,English,55+ years,05-01-2018,11-02-2018,House Ads,FALSE,4,1,Yes
83,a100000097,05-01-2018,House Ads,control,TRUE,English,English,0-18 years,05-01-2018,,House Ads,TRUE,4,1,Yes
84,a100000098,05-01-2018,House Ads,control,TRUE,English,English,19-24 years,05-01-2018,,House Ads,TRUE,4,1,Yes
85,a100000099,05-01-2018,House Ads,control,TRUE,English,English,24-30 years,05-01-2018,,House Ads,TRUE,4,1,Yes
86,a100000099,04-01-2018,House Ads,control,FALSE,English,English,24-30 years,05-01-2018,,House Ads,TRUE,4,1,Yes
87,a100000100,05-01-2018,House Ads,control,TRUE,English,English,30-36 years,05-01-2018,,House Ads,TRUE,4,1,Yes
88,a100000100,04-01-2018,House Ads,control,FALSE,English,English,30-36 years,05-01-2018,,House Ads,TRUE,4,1,Yes
89,a100000101,05-01-2018,House Ads,control,TRUE,English,English,36-45 years,05-01-2018,13-04-2018,House Ads,FALSE,4,1,Yes
90,a100000101,04-01-2018,House Ads,control,FALSE,English,English,36-45 years,05-01-2018,13-04-2018,House Ads,FALSE,4,1,Yes
91,a100000102,05-01-2018,House Ads,control,TRUE,English,English,45-55 years,05-01-2018,12-04-2018,House Ads,FALSE,4,1,Yes
92,a100000102,04-01-2018,House Ads,control,FALSE,English,English,45-55 years,05-01-2018,12-04-2018,House Ads,FALSE,4,1,Yes
93,a100000103,05-01-2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,05-01-2018,03-04-2018,House Ads,FALSE,4,1,Yes
94,a100000103,04-01-2018,House Ads,control,FALSE,Spanish,Spanish,55+ years,05-01-2018,03-04-2018,House Ads,FALSE,4,1,Yes
95,a100000104,05-01-2018,House Ads,control,TRUE,English,English,0-18 years,05-01-2018,17-02-2018,House Ads,FALSE,4,1,Yes
96,a100000104,04-01-2018,House Ads,control,FALSE,English,English,0-18 years,05-01-2018,17-02-2018,House Ads,FALSE,4,1,Yes
97,a100000105,05-01-2018,House Ads,control,TRUE,English,English,19-24 years,05-01-2018,14-04-2018,House Ads,FALSE,4,1,Yes
98,a100000105,04-01-2018,House Ads,control,FALSE,English,English,19-24 years,05-01-2018,14-04-2018,House Ads,FALSE,4,1,Yes
99,a100000107,05-01-2018,House Ads,control,TRUE,English,English,24-30 years,05-01-2018,11-01-2018,House Ads,FALSE,4,1,Yes
100,a100000107,04-01-2018,House Ads,control,FALSE,English,English,24-30 years,05-01-2018,11-01-2018,House Ads,FALSE,4,1,Yes
101,a100000108,05-01-2018,House Ads,control,TRUE,English,English,30-36 years,05-01-2018,03-02-2018,House Ads,FALSE,4,1,Yes
102,a100000108,04-01-2018,House Ads,control,FALSE,English,English,30-36 years,05-01-2018,03-02-2018,House Ads,FALSE,4,1,Yes
103,a100000109,05-01-2018,House Ads,control,TRUE,Spanish,Spanish,36-45 years,05-01-2018,08-01-2018,House Ads,FALSE,4,1,Yes
104,a100000109,04-01-2018,House Ads,control,FALSE,Spanish,Spanish,36-45 years,05-01-2018,08-01-2018,House Ads,FALSE,4,1,Yes
105,a100000110,05-01-2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,05-01-2018,27-01-2018,House Ads,FALSE,4,1,Yes
106,a100000110,04-01-2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,05-01-2018,27-01-2018,House Ads,FALSE,4,1,Yes
107,a100000111,05-01-2018,House Ads,control,TRUE,English,English,55+ years,05-01-2018,,House Ads,TRUE,4,1,Yes
108,a100000111,04-01-2018,House Ads,control,FALSE,English,English,55+ years,05-01-2018,,House Ads,TRUE,4,1,Yes
109,a100000112,05-01-2018,House Ads,control,TRUE,English,English,0-18 years,05-01-2018,,House Ads,TRUE,4,1,Yes
110,a100000112,04-01-2018,House Ads,control,FALSE,English,English,0-18 years,05-01-2018,,House Ads,TRUE,4,1,Yes
111,a100000113,05-01-2018,House Ads,control,TRUE,English,English,19-24 years,05-01-2018,,House Ads,TRUE,4,1,Yes
112,a100000114,05-01-2018,House Ads,control,TRUE,English,English,24-30 years,05-01-2018,,House Ads,TRUE,4,1,Yes
113,a100000127,05-01-2018,House Ads,control,TRUE,English,English,30-36 years,05-01-2018,,House Ads,TRUE,4,1,Yes
114,a100000128,05-01-2018,House Ads,control,TRUE,English,English,36-45 years,05-01-2018,,House Ads,TRUE,4,1,Yes
115,a100000129,06-01-2018,House Ads,control,TRUE,English,English,45-55 years,06-01-2018,,House Ads,TRUE,5,1,Yes
116,a100000130,06-01-2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,06-01-2018,,House Ads,TRUE,5,1,Yes
117,a100000131,06-01-2018,House Ads,control,TRUE,English,English,0-18 years,06-01-2018,,House Ads,TRUE,5,1,Yes
118,a100000132,06-01-2018,House Ads,control,TRUE,English,English,19-24 years,06-01-2018,,House Ads,TRUE,5,1,Yes
119,a100000133,06-01-2018,House Ads,control,TRUE,English,English,24-30 years,06-01-2018,,House Ads,TRUE,5,1,Yes
120,a100000134,06-01-2018,House Ads,control,TRUE,English,English,30-36 years,06-01-2018,,House Ads,TRUE,5,1,Yes
121,a100000150,06-01-2018,House Ads,control,TRUE,English,English,36-45 years,06-01-2018,,House Ads,TRUE,5,1,Yes
122,a100000151,06-01-2018,House Ads,control,TRUE,Arabic,Arabic,45-55 years,06-01-2018,,House Ads,TRUE,5,1,Yes
123,a100000152,06-01-2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,06-01-2018,,House Ads,TRUE,5,1,Yes
124,a100000153,06-01-2018,House Ads,control,TRUE,Arabic,Arabic,0-18 years,06-01-2018,,House Ads,TRUE,5,1,Yes
125,a100000154,06-01-2018,House Ads,control,TRUE,English,English,19-24 years,06-01-2018,,House Ads,TRUE,5,1,Yes
126,a100000155,06-01-2018,House Ads,control,TRUE,English,English,24-30 years,06-01-2018,,House Ads,TRUE,5,1,Yes
127,a100000156,06-01-2018,House Ads,control,TRUE,English,English,30-36 years,06-01-2018,,House Ads,TRUE,5,1,Yes
128,a100000157,06-01-2018,House Ads,control,TRUE,English,English,36-45 years,06-01-2018,,House Ads,TRUE,5,1,Yes
129,a100000162,06-01-2018,House Ads,control,TRUE,English,English,45-55 years,06-01-2018,,House Ads,TRUE,5,1,Yes
130,a100000163,06-01-2018,House Ads,control,TRUE,Arabic,Arabic,55+ years,06-01-2018,,House Ads,TRUE,5,1,Yes
131,a100000164,06-01-2018,House Ads,control,TRUE,English,English,0-18 years,06-01-2018,10-03-2018,House Ads,FALSE,5,1,Yes
132,a100000165,07-01-2018,House Ads,control,TRUE,Arabic,Arabic,19-24 years,07-01-2018,11-03-2018,House Ads,FALSE,6,1,Yes
133,a100000166,07-01-2018,House Ads,control,TRUE,English,English,24-30 years,07-01-2018,25-03-2018,House Ads,FALSE,6,1,Yes
134,a100000167,07-01-2018,House Ads,control,TRUE,English,English,30-36 years,07-01-2018,21-02-2018,House Ads,FALSE,6,1,Yes
135,a100000168,07-01-2018,House Ads,control,TRUE,English,English,36-45 years,07-01-2018,25-02-2018,House Ads,FALSE,6,1,Yes
136,a100000169,07-01-2018,House Ads,control,TRUE,English,English,45-55 years,07-01-2018,05-03-2018,House Ads,FALSE,6,1,Yes
137,a100000170,07-01-2018,House Ads,control,TRUE,English,English,55+ years,07-01-2018,16-04-2018,House Ads,FALSE,6,1,Yes
138,a100000171,07-01-2018,House Ads,control,TRUE,English,English,0-18 years,07-01-2018,06-02-2018,House Ads,FALSE,6,1,Yes
139,a100000172,07-01-2018,House Ads,control,TRUE,German,German,19-24 years,07-01-2018,05-02-2018,House Ads,FALSE,6,1,Yes
140,a100000250,07-01-2018,House Ads,control,TRUE,English,English,24-30 years,07-01-2018,,House Ads,TRUE,6,1,Yes
141,a100000251,07-01-2018,House Ads,control,TRUE,English,English,30-36 years,07-01-2018,,House Ads,TRUE,6,1,Yes
142,a100000252,07-01-2018,House Ads,control,TRUE,German,German,36-45 years,07-01-2018,,House Ads,TRUE,6,1,Yes
143,a100000253,07-01-2018,House Ads,control,TRUE,Arabic,Arabic,45-55 years,07-01-2018,,House Ads,TRUE,6,1,Yes
144,a100000254,07-01-2018,House Ads,control,TRUE,English,English,55+ years,07-01-2018,,House Ads,TRUE,6,1,Yes
145,a100000255,07-01-2018,House Ads,control,TRUE,English,English,0-18 years,07-01-2018,,House Ads,TRUE,6,1,Yes
146,a100000256,07-01-2018,House Ads,control,TRUE,English,English,19-24 years,07-01-2018,,House Ads,TRUE,6,1,Yes
147,a100000257,07-01-2018,House Ads,control,TRUE,English,English,24-30 years,07-01-2018,,House Ads,TRUE,6,1,Yes
148,a100000258,07-01-2018,House Ads,control,TRUE,English,English,30-36 years,07-01-2018,,House Ads,TRUE,6,1,Yes
149,a100000259,07-01-2018,House Ads,control,TRUE,English,English,36-45 years,07-01-2018,,House Ads,TRUE,6,1,Yes
150,a100000260,07-01-2018,House Ads,control,TRUE,Spanish,Spanish,45-55 years,07-01-2018,14-01-2018,House Ads,FALSE,6,1,Yes
151,a100000261,08-01-2018,House Ads,control,TRUE,English,English,55+ years,08-01-2018,13-03-2018,House Ads,FALSE,0,1,Yes
152,a100000262,08-01-2018,House Ads,control,TRUE,English,English,0-18 years,08-01-2018,22-02-2018,House Ads,FALSE,0,1,Yes
153,a100000263,08-01-2018,House Ads,control,TRUE,English,English,19-24 years,08-01-2018,11-01-2018,House Ads,FALSE,0,1,Yes
154,a100000264,08-01-2018,House Ads,control,TRUE,German,German,24-30 years,08-01-2018,19-03-2018,House Ads,FALSE,0,1,Yes
155,a100000265,08-01-2018,House Ads,control,TRUE,German,German,30-36 years,08-01-2018,10-02-2018,House Ads,FALSE,0,1,Yes
156,a100000266,08-01-2018,House Ads,control,TRUE,English,English,36-45 years,08-01-2018,30-03-2018,House Ads,FALSE,0,1,Yes
157,a100000267,08-01-2018,House Ads,control,TRUE,English,English,45-55 years,08-01-2018,15-01-2018,House Ads,FALSE,0,1,Yes
158,a100000268,08-01-2018,House Ads,control,TRUE,English,English,55+ years,08-01-2018,21-02-2018,House Ads,FALSE,0,1,Yes
159,a100000269,08-01-2018,House Ads,control,TRUE,English,English,0-18 years,08-01-2018,,House Ads,TRUE,0,1,Yes
160,a100000270,08-01-2018,House Ads,control,TRUE,English,English,19-24 years,08-01-2018,,House Ads,TRUE,0,1,Yes
161,a100000271,08-01-2018,House Ads,control,TRUE,English,English,24-30 years,08-01-2018,,House Ads,TRUE,0,1,Yes
162,a100000272,08-01-2018,House Ads,control,TRUE,English,English,30-36 years,08-01-2018,,House Ads,TRUE,0,1,Yes
163,a100000273,08-01-2018,House Ads,control,TRUE,German,German,36-45 years,08-01-2018,,House Ads,TRUE,0,1,Yes
164,a100000274,08-01-2018,House Ads,control,TRUE,English,English,45-55 years,08-01-2018,,House Ads,TRUE,0,1,Yes
165,a100000275,08-01-2018,House Ads,control,TRUE,Spanish,Spanish,55+ years,08-01-2018,,House Ads,TRUE,0,1,Yes
166,a100000276,08-01-2018,House Ads,control,TRUE,Spanish,Spanish,0-18 years,08-01-2018,,House Ads,TRUE,0,1,Yes
167,a100000277,09-01-2018,House Ads,control,TRUE,Spanish,Spanish,19-24 years,09-01-2018,,House Ads,TRUE,1,1,Yes
168,a100000278,09-01-2018,House Ads,control,TRUE,English,English,24-30 years,09-01-2018,,House Ads,TRUE,1,1,Yes
169,a100000279,09-01-2018,House Ads,control,TRUE,English,English,30-36 years,09-01-2018,,House Ads,TRUE,1,1,Yes
170,a100000280,09-01-2018,House Ads,control,TRUE,English,English,36-45 years,09-01-2018,,House Ads,TRUE,1,1,Yes
171,a100000281,09-01-2018,House Ads,control,TRUE,English,English,45-55 years,09-01-2018,,House Ads,TRUE,1,1,Yes
172,a100000282,09-01-2018,House Ads,control,TRUE,English,English,55+ years,09-01-2018,,House Ads,TRUE,1,1,Yes
173,a100000283,09-01-2018,House Ads,control,TRUE,English,English,0-18 years,09-01-2018,,House Ads,TRUE,1,1,Yes
174,a100000284,09-01-2018,House Ads,control,TRUE,English,English,19-24 years,09-01-2018,,House Ads,TRUE,1,1,Yes
175,a100000285,09-01-2018,House Ads,control,TRUE,English,English,24-30 years,09-01-2018,,House Ads,TRUE,1,1,Yes
176,a100000286,09-01-2018,House Ads,control,TRUE,English,English,30-36 years,09-01-2018,,House Ads,TRUE,1,1,Yes
177,a100000287,09-01-2018,House Ads,control,TRUE,English,English,36-45 years,09-01-2018,,House Ads,TRUE,1,1,Yes
178,a100000288,09-01-2018,House Ads,control,TRUE,English,English,45-55 years,09-01-2018,,House Ads,TRUE,1,1,Yes
179,a100000289,09-01-2018,House Ads,control,TRUE,English,English,55+ years,09-01-2018,,House Ads,TRUE,1,1,Yes
180,a100000290,09-01-2018,House Ads,control,TRUE,English,English,0-18 years,09-01-2018,,House Ads,TRUE,1,1,Yes
181,a100000291,09-01-2018,House Ads,control,TRUE,English,English,19-24 years,09-01-2018,,House Ads,TRUE,1,1,Yes
182,a100000292,09-01-2018,House Ads,control,TRUE,English,English,24-30 years,09-01-2018,,House Ads,TRUE,1,1,Yes
183,a100000293,09-01-2018,House Ads,control,TRUE,English,English,30-36 years,09-01-2018,,House Ads,TRUE,1,1,Yes
184,a100000294,09-01-2018,House Ads,control,TRUE,English,English,36-45 years,09-01-2018,14-01-2018,House Ads,FALSE,1,1,Yes
185,a100000295,09-01-2018,House Ads,control,TRUE,English,English,45-55 years,09-01-2018,04-02-2018,House Ads,FALSE,1,1,Yes
186,a100000296,09-01-2018,House Ads,control,TRUE,English,English,55+ years,09-01-2018,04-02-2018,House Ads,FALSE,1,1,Yes
187,a100000297,10-01-2018,House Ads,control,TRUE,German,German,0-18 years,10-01-2018,09-02-2018,House Ads,FALSE,2,1,Yes
188,a100000298,10-01-2018,House Ads,control,TRUE,German,German,19-24 years,10-01-2018,21-01-2018,House Ads,FALSE,2,1,Yes
189,a100000299,10-01-2018,House Ads,control,TRUE,English,English,24-30 years,10-01-2018,07-03-2018,House Ads,FALSE,2,1,Yes
190,a100000300,10-01-2018,House Ads,control,TRUE,English,English,30-36 years,10-01-2018,10-04-2018,House Ads,FALSE,2,1,Yes
191,a100000301,10-01-2018,House Ads,control,TRUE,Spanish,Spanish,36-45 years,10-01-2018,16-04-2018,House Ads,FALSE,2,1,Yes
192,a100000302,10-01-2018,House Ads,control,TRUE,English,English,45-55 years,10-01-2018,26-03-2018,House Ads,FALSE,2,1,Yes
193,a100000303,10-01-2018,House Ads,control,TRUE,English,English,55+ years,10-01-2018,,House Ads,TRUE,2,1,Yes
194,a100000304,10-01-2018,House Ads,control,TRUE,English,English,0-18 years,10-01-2018,,House Ads,TRUE,2,1,Yes
195,a100000305,10-01-2018,House Ads,control,TRUE,English,English,19-24 years,10-01-2018,,House Ads,TRUE,2,1,Yes
196,a100000306,10-01-2018,House Ads,control,TRUE,English,English,24-30 years,10-01-2018,,House Ads,TRUE,2,1,Yes
197,a100000307,10-01-2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,10-01-2018,,House Ads,TRUE,2,1,Yes
198,a100000308,10-01-2018,House Ads,control,TRUE,English,English,36-45 years,10-01-2018,,House Ads,TRUE,2,1,Yes
199,a100000309,10-01-2018,House Ads,control,TRUE,English,English,45-55 years,10-01-2018,,House Ads,TRUE,2,1,Yes
200,a100000310,10-01-2018,House Ads,control,TRUE,English,English,55+ years,10-01-2018,,House Ads,TRUE,2,1,Yes
201,a100000311,10-01-2018,House Ads,control,TRUE,English,English,0-18 years,10-01-2018,,House Ads,TRUE,2,1,Yes
202,a100000312,10-01-2018,House Ads,control,TRUE,English,English,19-24 years,10-01-2018,,House Ads,TRUE,2,1,Yes
203,a100000313,10-01-2018,House Ads,control,TRUE,English,English,24-30 years,10-01-2018,,House Ads,TRUE,2,1,Yes
204,a100000314,10-01-2018,House Ads,control,TRUE,Spanish,Spanish,30-36 years,10-01-2018,,House Ads,TRUE,2,1,Yes
205,a100000315,10-01-2018,House Ads,personalization,TRUE,English,English,36-45 years,10-01-2018,,House Ads,TRUE,2,1,Yes
206,a100000316,10-01-2018,House Ads,personalization,TRUE,English,English,45-55 years,10-01-2018,,House Ads,TRUE,2,1,Yes
207,a100000317,10-01-2018,House Ads,personalization,TRUE,Spanish,Spanish,55+ years,10-01-2018,19-04-2018,House Ads,FALSE,2,1,Yes
208,a100000318,11-01-2018,House Ads,personalization,TRUE,English,English,0-18 years,11-01-2018,04-03-2018,House Ads,FALSE,3,1,Yes
209,a100000319,12-01-2018,House Ads,personalization,TRUE,English,Spanish,19-24 years,12-01-2018,26-01-2018,House Ads,FALSE,4,1,No
